 1948 2008
 1948 -0.287 -0.083 0.366 0.016 0.073 -0.048 -0.551 -0.165 -0.537 -0.982 -0.175 -0.197
 1949 -0.646 0.023 -1.024 -0.139 -0.308 -0.827 -0.931 -0.497 -1.017 -1.076 -1.398 -1.080
 1950 -1.053 -2.044 -1.034 -1.597 -1.669 -1.466 -1.093 -0.967 -1.018 -0.614 -1.177 -0.904
 1951 -0.673 -0.534 -0.891 -0.108 0.183 0.589 1.192 1.115 0.670 0.995 0.958 0.616
 1952 0.357 0.562 0.113 0.394 -0.125 -0.507 -0.681 -0.241 -0.321 -0.058 -0.418 -0.368
 1953 0.274 0.476 0.539 1.331 0.621 0.655 0.701 0.422 0.882 0.162 0.349 -0.111
 1954 0.092 -0.173 -0.226 -1.296 -1.033 -1.251 -1.477 -1.121 -1.273 -1.129 -1.111 -1.124
 1955 -1.006 -0.920 -1.429 -1.407 -1.966 -1.707 -1.157 -1.401 -1.689 -1.981 -2.024 -1.553
 1956 -1.321 -0.967 -1.299 -1.279 -1.016 -1.151 -1.316 -1.112 -1.156 -0.918 -0.891 -0.699
 1957 -0.610 0.315 0.589 0.996 1.122 1.332 1.470 1.561 0.884 0.762 1.094 1.234
 1958 1.354 1.522 1.381 1.007 0.793 0.692 0.563 0.416 -0.009 0.161 0.232 0.302
 1959 0.417 0.520 0.424 0.658 0.373 -0.061 -0.480 -0.463 -0.272 -0.017 -0.062 -0.220
 1960 -0.003 -0.398 -0.021 -0.076 -0.203 -0.400 -0.162 -0.127 0.030 -0.421 -0.506 -0.125
 1961 -0.247 0.123 -0.302 -0.068 -0.211 0.166 -0.898 -0.738 -1.063 -0.808 -0.471 -0.420
 1962 -0.518 -0.461 -1.025 -1.289 -0.891 -0.816 -0.587 -0.207 -0.652 -0.709 -0.590 -0.782
 1963 -0.553 -0.616 -0.356 -0.203 -0.158 0.000 0.832 0.831 0.786 0.844 0.751 0.618
 1964 0.373 -0.100 -0.840 -1.103 -1.680 -1.601 -1.091 -1.505 -1.246 -0.997 -0.971 -1.082
 1965 -0.680 -0.290 -0.135 0.463 0.928 1.175 1.453 1.394 1.189 1.273 1.262 1.359
