 1948 2023
 1995 -1.726 -1.911 -2.190 -2.296 -2.263 -2.004 -1.533 -1.006 -0.569 -0.342 -0.188 -0.028
 1996 0.036 -0.373 -0.600 -0.911 -1.525 -1.984 -2.020 -1.961 -1.890 -1.730 -1.662 -1.505
 1997 -1.345 -1.149 -0.538 0.297 1.055 1.783 2.510 2.833 2.944 3.090 3.037 2.858
 1998 2.716 2.870 3.045 2.983 3.164 3.210 2.762 2.450 2.368 2.262 2.225 2.475
 1999 2.451 2.095 1.700 1.138 0.449 -0.101 -0.311 -0.369 -0.200 0.152 0.477 1.065
 2000 1.452 1.827 1.857 1.494 0.783 0.170 -0.465 -0.707 -0.798 -0.377 -0.097 0.362
 2001 0.785 1.250 0.853 0.239 -0.568 -1.504 -2.452 -2.846 -2.858 -2.637 -2.674 -2.370
 2002 -1.780 -1.343 -1.287 -1.326 -1.663 -2.335 -2.871 -3.001 -2.878 -2.546 -2.413 -2.311
 2003 -2.523 -2.644 -2.910 -2.995 -3.040 -2.895 -2.723 -2.412 -2.082 -1.738 -1.596 -1.522
 2004 -1.600 -1.571 -1.913 -2.272 -2.637 -2.999 -3.376 -3.253 -2.993 -2.731 -2.505 -2.393
 2005 -2.598 -2.605 -2.408 -2.383 -2.284 -1.897 -1.885 -2.124 -1.999 -1.668 -1.264 -0.475
 2006 0.151 0.067 -0.099 -0.601 -1.170 -1.501 -1.289 -1.087 -0.991 -1.131 -1.184 -1.204
 2007 -1.594 -1.834 -2.022 -2.341 -2.655 -2.697 -2.565 -2.305 -1.865 -1.291 -0.302 0.850
 2008 1.836 2.404 2.671 2.493 2.015 1.613 1.429 1.173 0.955 0.839 0.787 0.779
 2009 0.793 0.753 0.514 0.107 -0.284 -0.476 -0.848 -1.309 -1.687 -2.025 -2.418 -2.571
 2010 -2.649 -2.398 -2.127 -1.750 -1.548 -0.957 -0.564 -0.218 0.113 0.681 1.167 1.530
 2011 1.523 1.577 1.546 1.271 0.844 0.675 0.387 0.168 -0.029 0.070 0.363 0.844
 2012 1.082 1.479 1.613 1.596 1.191 0.601 -0.046 -0.718 -1.412 -1.740 -1.626 -1.515
 2013 -1.149 -0.999 -1.167 -1.528 -1.929 -2.379 -2.398 -2.185 -1.936 -1.583 -1.043 -1.077
 2014 -1.358 -1.503 -1.408 -1.483 -1.122 -0.636 -0.406 -0.499 -0.813 -1.238 -1.715 -2.117
 2015 -2.476 -2.435 -1.984 -1.434 -0.702 -0.198 0.100 0.112 -0.139 -0.404 -0.676 -1.188
 2016 -1.630 -1.802 -1.946 -1.978 -1.763 -1.441 -0.968 -0.508 -0.101 0.324 0.690 1.097
 2017 1.447 1.465 1.268 0.592 -0.267 -1.150 -1.575 -1.925 -1.847 -1.735 -1.548 -1.264
 2018 -1.134 -1.260 -1.320 -1.650 -1.978 -2.118 -2.089 -2.159 -1.979 -1.890 -1.734 -1.700
 2019 -1.725 -1.774 -1.892 -2.226 -2.535 -2.750 -3.045 -3.344 -3.286 -3.001 -2.857 -2.549
 2020 -2.208 -2.029 -1.811 -1.756 -1.891 -1.855 -1.720 -1.586 -1.090 -0.441 0.165 0.571
 2021 0.701 0.379 -0.007 -0.422 -0.642 -0.817 -0.521 -0.190 -0.198 -0.287 -0.451 -0.740
 2022 -0.569 -0.517 -0.574 -0.601 -0.374 -0.478 -0.313 -0.280 -0.133 0.123 0.135 -99.990
 2023 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990 -99.990
 -99.99
 TNI
 Nina 1.2-Nino4 standardized 
 HadSST1.1 until Nov 1981 and and NCEP NOAA OI after 
 Reference: 
 Indices of El Nino Evolution
 Kevin E. Trenberth, and David P. Stepaniak
 J. Climate, 14, 1697-1701.
 From NOAA PSL: See url for latest info
 https://psl.noaa.gov/data/climateindices/List/#TNI
