 1948 2022
 1948 1.53 0.66 3.48 -0.48 -1.23 -0.27 0.59 0.34 0.82 0.43 2.64 1.09
 1949 1.50 4.01 -0.96 3.41 -1.39 -1.51 -0.93 1.38 -1.81 1.38 0.54 0.11
 1950 0.55 3.31 0.82 1.61 -1.73 1.26 -0.87 -0.28 1.51 0.78 0.78 -1.88
 1951 0.82 0.93 -2.01 -0.45 -2.11 -1.16 1.10 0.85 -0.22 -0.13 -0.97 2.54
 1952 0.92 0.15 -1.14 2.79 -0.94 0.02 -0.79 -1.05 -3.02 0.42 -1.51 -0.31
 1953 -0.02 0.54 1.25 -1.60 -0.75 -2.96 0.13 3.26 0.75 0.77 3.25 0.15
 1954 0.10 0.57 -0.29 -0.26 -0.91 -0.94 0.88 -0.59 2.49 2.09 1.54 1.44
 1955 -1.17 -2.21 -2.90 2.40 0.33 -0.18 -1.32 0.54 0.82 -2.35 -2.14 0.51
 1956 -0.76 -2.96 0.01 -1.90 4.54 1.26 0.35 -3.15 -0.51 1.23 1.39 2.57
 1957 2.53 1.08 0.42 -0.62 -0.84 -0.80 -0.48 0.70 -1.56 1.07 -1.59 -0.12
 1958 0.37 -0.03 -1.28 1.79 1.10 -1.44 -0.20 0.98 -0.23 1.65 0.43 -1.70
 1959 -1.15 2.46 1.82 1.51 -2.22 1.51 0.29 0.02 -1.81 1.51 -0.04 1.98
 1960 -0.70 -1.00 -0.87 1.93 0.07 -0.41 0.18 -1.84 0.24 -3.08 1.40 0.46
 1961 1.46 4.06 2.08 0.71 -0.94 2.13 0.63 3.38 2.01 1.00 -2.15 -1.72
 1962 2.44 0.77 -3.78 0.74 -0.10 1.41 -2.10 2.28 0.02 -0.34 -2.23 -0.66
 1963 -4.09 -1.90 2.79 -0.46 1.91 -1.77 -0.65 -0.96 0.94 2.79 -0.15 -3.09
 1964 0.93 -0.13 -0.77 0.95 2.51 -1.85 2.44 -2.46 0.50 0.63 1.33 -1.24
 1965 0.01 -3.03 0.23 2.14 -0.08 0.87 -1.71 1.59 -1.01 -1.26 -1.78 1.24
 1966 -1.01 -0.38 1.05 1.18 1.51 0.82 -1.99 -2.03 -0.47 -2.89 -0.07 1.68
 1967 0.04 1.70 3.00 -0.76 -0.46 1.96 1.44 -0.41 0.32 1.34 -0.91 -0.53
 1968 1.65 -1.53 0.34 -0.71 -1.50 0.95 -1.96 -1.45 0.50 0.03 -2.00 -1.73
 1969 -1.64 -3.16 -1.81 1.11 -0.23 -1.17 3.70 -1.62 0.38 0.70 -1.28 -0.26
 1970 -1.16 1.10 -1.78 2.52 1.87 -0.11 0.27 -0.20 0.47 0.00 0.76 -1.58
